segment	word	token.code	dur	step	stepSize	start.time	end.time	jitter	shimmer	hnr	f1	f2	f3	H1Hz	H2Hz	H1-H2	H1dB	H2dB	H1-A1	A1dB	H1-A2	A2dB	H1-A3	A3dB	pitch.range.min	pitch.range.max	prec.seg	next.seg	prec.seg.wd	next.seg.wd	speaker
ES1	ek7	S09-chunked_jlo7_ek7-56-5-12	76.28	2	0.03814	1.891	1.929	0.0075	0.084	24.1224	559.194	2631.668	3085.456	261.962	523.924	-5.3744	50.2888	55.6805	-5.3744	55.6805	16.3178	33.9296	17.1272	33.1185	144.81	478.355	GS	KG	GS	KG	S09
IS0	tijb7ij	S09-chunked_jlo7_ek7-56-7-16	340	1	0.17	2.42	2.59	0.012	0.084	19.8514	416.295	2308.262	3235.506	190.196	380.392	5.4531	47.6167	42.1374	1.5945	46.0142	38.0223	9.479	37.3955	10.1064	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jlo7_ek7-56-7-16	340	2	0.17	2.59	2.76	NA	0.084	13.8774	1703.972	2387.912	3741.152	156.757	313.515	13.9722	37.7458	23.7689	25.0863	12.6526	20.9427	16.7968	25.3002	12.4386	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jlo7_ek7-56-7-19	500	1	0.25	4.06	4.31	NA	0.084	NA	1174.105	3458.311	3763.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jlo7_ek7-56-7-19	500	2	0.25	4.31	4.56	NA	0.084	NA	1099.368	3767.605	3817.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jpaas-57-2-3	40	1	0.02	0.51	0.53	NA	0.0644	NA	1287.526	2375.117	3638.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jpaas-57-2-3	40	2	0.02	0.53	0.55	NA	0.0644	NA	792.325	1728.224	3140.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jpaas-57-3-6	270	1	0.135	1.1	1.235	0.0066	0.0644	23.5117	482.358	2466.031	3329.558	236.256	472.513	-2.479	62.3791	64.8709	-2.479	64.8709	21.8197	40.4691	25.3363	36.9417	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jpaas-57-3-6	270	2	0.135	1.235	1.37	0.0148	0.0644	25.3949	539.123	2554.17	3274.217	287.797	575.594	-2.1153	57.8236	59.947	-2.1153	59.947	19.9536	37.8079	23.9282	33.8241	144.81	478.355	T	KG	T	KG	S09
AL1	jpaas	S09-chunked_jpaas-57-4-10	213.61	1	0.10681	1.821	1.928	0.0064	0.0644	29.0391	977.568	1686.765	2933.558	202.369	404.739	4.0002	57.3251	53.3192	4.8261	52.4922	13.1851	44.123	30.4295	26.8631	144.81	478.355	P	S	P	S	S09
AL1	jpaas	S09-chunked_jpaas-57-4-10	213.61	2	0.10681	1.928	2.035	0.0186	0.0644	24.9075	1060.857	1905.48	3110.809	237.765	475.531	11.1453	57.036	45.8783	9.5966	47.4285	12.6247	44.3975	27.5909	29.4194	144.81	478.355	P	S	P	S	S09
IS0	tijb7ij	S09-chunked_jpaas-57-6-14	180	1	0.09	2.5	2.59	0.0511	0.0644	17.8321	437.89	2230.609	3115.339	200.744	401.488	-2.9062	47.8354	50.7555	-2.9062	50.7555	32.5109	15.226	29.6477	18.0938	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jpaas-57-6-14	180	2	0.09	2.59	2.68	0.0214	0.0644	19.4335	615.817	2427.85	3458.926	195.131	390.262	3.4132	54.7074	51.285	14.0385	40.6348	30.9877	23.658	28.0805	26.5689	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jpaas-57-6-17	500	1	0.25	2.86	3.11	NA	0.0644	NA	1217.606	3507.664	3806.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jpaas-57-6-17	500	2	0.25	3.11	3.36	NA	0.0644	NA	1109.34	3764.973	3816.008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jpach-58-2-3	40	1	0.02	0.51	0.53	NA	0.075	NA	632.797	1646.643	2804.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jpach-58-2-3	40	2	0.02	0.53	0.55	NA	0.075	NA	457.348	1399.081	2737.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jpach-58-3-6	230	1	0.115	1.02	1.135	0.0116	0.075	22.924	515.863	2323.957	3233.318	254.37	508.74	-3.168	60.2213	63.4033	-3.168	63.4033	21.6257	38.5197	22.7767	37.3655	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jpach-58-3-6	230	2	0.115	1.135	1.25	0.0199	0.075	27.0539	567.929	2329.255	3082.769	303.893	607.785	-2.2732	56.4467	58.7278	-2.2732	58.7278	16.9586	39.4395	18.1593	38.236	144.81	478.355	T	KG	T	KG	S09
AS1	jpach	S09-chunked_jpach-58-4-10	64.28	1	0.03214	1.569	1.601	0.0032	0.075	8.0033	776.187	1643.464	2879.608	252.974	505.948	5.4253	59.6139	54.1779	2.2523	57.357	13.2195	46.3702	24.2741	35.3001	144.81	478.355	P	CHA	P	CHA	S09
AS1	jpach	S09-chunked_jpach-58-4-10	64.28	2	0.03214	1.601	1.633	0.0035	0.075	20.1165	672.131	2059.872	3051.591	259.826	519.651	3.3051	58.2226	54.9101	17.4244	40.7643	12.4447	45.7525	20.5879	37.596	144.81	478.355	P	CHA	P	CHA	S09
IS0	tijb7ij	S09-chunked_jpach-58-6-14	240	1	0.12	2.09	2.21	0.0259	0.075	20.6027	378.966	1896.469	2938.508	223.34	446.681	-1.429	51.0562	52.4948	19.5609	31.3916	36.1191	14.7847	30.3401	20.5768	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jpach-58-6-14	240	2	0.12	2.21	2.33	0.1694	0.075	12.9022	1551.576	2434.42	3767.166	189.357	378.715	15.6719	43.801	28.1223	27.8037	15.9874	29.04	14.7508	30.2008	13.5898	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jpach-58-6-17	510	1	0.255	2.45	2.705	NA	0.075	NA	1134.188	3410.556	3686.961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jpach-58-6-17	510	2	0.255	2.705	2.96	NA	0.075	NA	1116.031	3763.578	3814.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jpach-59-2-3	130	1	0.065	0.51	0.575	NA	0.0965	NA	1016.392	2249.42	3641.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jpach-59-2-3	130	2	0.065	0.575	0.64	NA	0.0965	NA	899.13	2010.22	3451.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jpach-59-4-7	160	1	0.08	1.26	1.34	0.0033	0.0965	17.2643	551.809	2409.096	3413.49	232.763	465.525	-0.8624	62.0369	62.9026	21.2079	40.7609	22.901	39.0636	20.8432	41.1265	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jpach-59-4-7	160	2	0.08	1.34	1.42	0.0247	0.0965	25.0795	482.746	2563.027	3221.711	243.956	487.912	-0.3449	59.6488	59.9954	-0.3449	59.9954	20.3806	39.1878	21.5477	38.0171	144.81	478.355	T	KG	T	KG	S09
AS1	jpach	S09-chunked_jpach-59-5-12	42.41	1	0.0212	1.806	1.827	0.0046	0.0965	6.5658	749.508	1567.414	2788.346	252.146	504.292	7.0908	60.8731	53.767	3.8035	57.0611	14.2462	46.598	25.8493	34.9772	144.81	478.355	P	CHA	P	CHA	S09
AS1	jpach	S09-chunked_jpach-59-5-12	42.41	2	0.0212	1.827	1.848	0.0185	0.0965	22.2322	786.497	2071.279	3004.503	257.304	514.607	7.9074	59.4819	51.5604	10.932	48.5309	21.8812	37.5666	31.0266	28.4116	144.81	478.355	P	CHA	P	CHA	S09
IS0	tijb7ij	S09-chunked_jpach-59-7-16	230	1	0.115	2.27	2.385	0.0371	0.0965	0.3948	401.878	2210.609	3105.659	173.742	347.484	0.4808	42.1969	41.7138	3.8152	38.3645	34.3424	7.759	34.5832	7.518	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jpach-59-7-16	230	2	0.115	2.385	2.5	0.0251	0.0965	17.9223	370.088	2316.867	3338.841	210.537	421.073	6.3747	51.0079	44.5934	13.5205	37.4095	37.7165	13.1345	33.3014	17.5584	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jpach-59-7-19	490	1	0.245	2.56	2.805	NA	0.0965	NA	1069.223	3418.802	3726.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jpach-59-7-19	490	2	0.245	2.805	3.05	NA	0.0965	NA	1051.559	2825.188	3796.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jq7aab7-60-2-3	30	1	0.015	0.51	0.525	NA	0.0941	NA	593.246	1673.748	2884.497	277.598	555.196	-0.1042	-22.2719	-22.1679	-0.1098	-22.1622	-0.753	-21.5197	-2.3784	-19.896	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jq7aab7-60-2-3	30	2	0.015	0.525	0.54	0.0184	0.0941	12.8398	502.622	2033.236	3047.661	281.389	562.779	-0.166	55.3979	55.5644	-0.166	55.5644	25.2509	30.0798	30.014	25.3085	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jq7aab7-60-3-6	210	1	0.105	0.94	1.045	0.0042	0.0941	18.7684	537.286	2376.227	3367.973	244.445	488.891	-3.1439	60.6584	63.8153	-3.1439	63.8153	22.9114	37.6727	24.7202	35.8595	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jq7aab7-60-3-6	210	2	0.105	1.045	1.15	0.0257	0.0941	23.0166	571.409	2337.435	3168.52	265.184	530.369	-1.5032	54.9884	56.4965	-1.5032	56.4965	19.6732	35.2626	22.9779	31.9514	144.81	478.355	T	KG	T	KG	S09
AL1	jq7aab7	S09-chunked_jq7aab7-60-4-10	183.52	1	0.09176	1.498	1.59	0.0393	0.0941	28.0857	1039.424	1687.804	2891.5	214.813	429.626	3.3862	48.5232	45.1331	-4.5325	53.0614	2.4367	46.0836	16.7682	31.7382	144.81	478.355	QG	BG	QG	BG	S09
AL1	jq7aab7	S09-chunked_jq7aab7-60-4-10	183.52	2	0.09176	1.59	1.682	0.0056	0.0941	32.9467	1011.448	1691.827	2971.854	226.564	453.129	5.4852	51.2682	45.7762	-2.795	54.067	4.8512	46.4109	19.4118	31.8358	144.81	478.355	QG	BG	QG	BG	S09
IS0	tijb7ij	S09-chunked_jq7aab7-60-5-13	260	1	0.13	2.09	2.22	0.0332	0.0941	22.5908	384.117	2150.52	3043.37	198.423	396.847	0.4146	49.3056	48.8884	0.4146	48.8884	38.4479	10.7153	33.1028	16.0691	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jq7aab7-60-5-13	260	2	0.13	2.22	2.35	0.0218	0.0941	22.0495	505.578	2488.346	3414.061	211.602	423.204	14.9144	57.5703	42.6012	7.7095	49.8304	41.3158	16.1435	36.6647	20.8008	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jq7aab7-60-5-16	490	1	0.245	2.63	2.875	NA	0.0941	NA	975.977	1934.871	3624.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jq7aab7-60-5-16	490	2	0.245	2.875	3.12	NA	0.0941	NA	1076.67	3482.85	3813.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jq7aaq7V-61-2-3	30	1	0.015	0.51	0.525	NA	0.0729	NA	793.226	2269.731	3525.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jq7aaq7V-61-2-3	30	2	0.015	0.525	0.54	NA	0.0729	NA	906.859	2370.86	3383.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jq7aaq7V-61-3-6	280	1	0.14	1.13	1.27	0.0065	0.0729	24.9258	470.944	2476.439	3316.841	227.992	455.985	-1.3349	62.131	63.473	0.2834	61.8462	25.7116	36.3126	27.3246	34.6949	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jq7aaq7V-61-3-6	280	2	0.14	1.27	1.41	0.0303	0.0729	25.3241	508.146	2512.548	3213.299	257.257	514.515	-6.039	54.1445	60.2088	-6.039	60.2088	20.4681	33.6109	22.3544	31.7201	144.81	478.355	T	KG	T	KG	S09
AL1	jq7aaq7v	S09-chunked_jq7aaq7V-61-4-10	149.62	1	0.07481	1.83	1.905	0.0436	0.0729	25.3746	1013.704	1853.757	2916.653	202.498	404.995	3.1094	51.7347	48.6214	-7.6523	59.3975	4.4435	47.2858	18.2156	33.4999	144.81	478.355	QG	QG	QG	QG	S09
AL1	jq7aaq7v	S09-chunked_jq7aaq7V-61-4-10	149.62	2	0.07481	1.905	1.98	0.0265	0.0729	28.2224	1049.952	1827.67	2883.595	205.066	410.132	3.7226	50.661	46.9341	-5.7145	56.3828	5.0719	45.5833	14.1345	36.5119	144.81	478.355	QG	QG	QG	QG	S09
IS0	tijb7ij	S09-chunked_jq7aaq7V-61-6-14	240	1	0.12	2.54	2.66	0.1249	0.0729	-0.4839	371.837	2042.679	2988.166	245.593	491.187	4.3595	46.198	41.8132	1.5684	44.6202	39.5701	6.4918	38.0185	8.0449	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jq7aaq7V-61-6-14	240	2	0.12	2.66	2.78	0.0362	0.0729	17.5947	508.391	2460.942	3395.33	215.432	430.863	13.3742	57.9954	44.5718	6.7954	51.1733	35.8415	22.051	33.6094	24.2868	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jq7aaq7V-61-6-17	520	1	0.26	3.11	3.37	NA	0.0729	NA	1142.105	3364.049	3713.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jq7aaq7V-61-6-17	520	2	0.26	3.37	3.63	NA	0.0729	NA	1136.072	3758.899	3810.921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jqaaj-62-2-3	40	1	0.02	0.51	0.53	NA	0.0582	NA	669.023	1750.44	3001.706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jqaaj-62-2-3	40	2	0.02	0.53	0.55	NA	0.0582	NA	894.155	2344.889	3410.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jqaaj-62-3-6	330	1	0.165	1.34	1.505	0.0069	0.0582	22.3692	532.046	2435.245	3338.875	242.24	484.481	-1.9314	59.4603	61.3995	-1.9314	61.3995	21.707	37.6831	23.5884	35.797	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jqaaj-62-3-6	330	2	0.165	1.505	1.67	0.0151	0.0582	30.3329	612.229	2473.914	3236.777	307.656	615.313	-1.29	52.8113	54.1048	-1.29	54.1048	21.369	31.3959	23.6528	29.1086	144.81	478.355	T	KG	T	KG	S09
AL1	jqaaj	S09-chunked_jqaaj-62-5-12	240	1	0.12	2.87	2.99	0.0061	0.0582	31.2667	1019.226	1799.534	2810.859	217.335	434.67	6.2826	56.9655	50.675	4.4124	52.5474	9.8948	47.0586	22.7941	34.1471	144.81	478.355	Q	H	Q	H	S09
AL1	jqaaj	S09-chunked_jqaaj-62-5-12	240	2	0.12	2.99	3.11	0.0105	0.0582	27.1304	1041.129	1914.152	3041.005	259.458	518.915	6.5981	53.4191	46.8137	7.8183	45.5922	12.3156	41.0907	21.8084	31.5904	144.81	478.355	Q	H	Q	H	S09
IS0	tijb7ij	S09-chunked_jqaaj-62-7-16	360	1	0.18	3.65	3.83	0.0222	0.0582	27.7695	380.118	2366.686	3187.35	215.442	430.884	2.3896	50.4239	48.0193	13.8576	36.4896	38.1289	12.1437	34.1561	16.1236	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jqaaj-62-7-16	360	2	0.18	3.83	4.01	0.0369	0.0582	24.398	1194.996	2476.449	3575.281	212.752	425.504	11.2908	52.3571	41.0573	36.7649	15.5709	35.3921	16.9441	32.7789	19.5581	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jqaaj-62-7-19	520	1	0.26	4.33	4.59	NA	0.0582	NA	995.6	3356.705	3706.542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jqaaj-62-7-19	520	2	0.26	4.59	4.85	NA	0.0582	NA	1077.427	3771.016	3822.314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jqul-63-2-3	30	1	0.015	0.51	0.525	NA	0.0739	NA	985.232	2186.384	3444.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jqul-63-2-3	30	2	0.015	0.525	0.54	0.011	0.0739	18.9985	530.418	3121.976	3831.768	222.533	445.067	17.1214	51.7692	34.6468	23.1038	28.6641	29.421	22.3467	34.6717	17.0959	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jqul-63-3-6	300	1	0.15	0.96	1.11	0.0048	0.0739	23.4492	526.437	2489.506	3260.763	262.604	525.209	-3.7862	58.3689	62.1708	-3.7862	62.1708	17.3314	40.9785	21.6162	36.6824	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jqul-63-3-6	300	2	0.15	1.11	1.26	0.0145	0.0739	25.0118	591.438	2380.153	3030.19	314.377	628.754	-3.5075	51.9299	55.4479	-3.5075	55.4479	21.8831	29.9969	16.1003	35.7903	144.81	478.355	T	KG	T	KG	S09
US1	jqul	S09-chunked_jqul-63-5-12	82.58	1	0.04129	2.161	2.203	0.0119	0.0739	22.3962	416.332	952.148	2863.421	267.703	535.406	4.5168	61.2121	56.6642	25.3374	35.7319	20.9336	40.155	37.8527	23.1741	144.81	478.355	Q	L	Q	L	S09
US1	jqul	S09-chunked_jqul-63-5-12	82.58	2	0.04129	2.203	2.244	0.0072	0.0739	24.8501	479.758	1326.708	2740.511	289.988	579.976	6.1208	61.7114	55.5599	26.1732	35.4299	20.6774	40.9435	35.5504	26.0282	144.81	478.355	Q	L	Q	L	S09
IS0	tijb7ij	S09-chunked_jqul-63-6-15	340	1	0.17	2.66	2.83	0.0169	0.0739	24.6538	453.149	2354.271	3090.556	254.05	508.101	6.5684	54.5932	47.9945	6.5684	47.9945	32.4724	22.0093	28.3295	26.1611	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jqul-63-6-15	340	2	0.17	2.83	3	0.0348	0.0739	19.258	1189.305	2519.765	3656.422	228.951	457.902	8.9595	51.7915	42.8248	36.3901	15.3807	34.7971	16.9741	34.9356	16.8355	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jqul-63-6-18	500	1	0.25	3.11	3.36	NA	0.0739	NA	1092.107	3460.709	3694.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jqul-63-6-18	500	2	0.25	3.36	3.61	NA	0.0739	NA	1073.297	3171.606	3803.965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jraaq7-64-2-3	30	1	0.015	0.51	0.525	NA	0.0712	NA	722.313	2190.132	3196.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jraaq7-64-2-3	30	2	0.015	0.525	0.54	NA	0.0712	NA	708.851	2379.856	3192.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jraaq7-64-3-6	300	1	0.15	1	1.15	0.0105	0.0712	24.2404	516.625	2322.377	3239.311	249.628	499.256	-1.7129	61.4683	63.1888	-1.7129	63.1888	18.4876	42.9134	22.6033	38.786	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jraaq7-64-3-6	300	2	0.15	1.15	1.3	0.0257	0.0712	20.9069	652.688	2407.938	3165.583	288.889	577.778	2.6472	54.2887	51.6351	5.0843	49.1924	20.9696	33.2771	24.8714	29.3697	144.81	478.355	T	KG	T	KG	S09
AL1	jraaq7	S09-chunked_jraaq7-64-4-10	135.19	1	0.06759	1.558	1.626	0.0089	0.0712	25.0983	924.484	1810.712	2921.184	225.24	450.48	6.8607	59.411	52.5396	2.7594	56.6472	14.3784	45.0116	24.663	34.7155	144.81	478.355	R	GS	R	GS	S09
AL1	jraaq7	S09-chunked_jraaq7-64-4-10	135.19	2	0.06759	1.626	1.693	0.0172	0.0712	25.4562	1039.794	1896.294	2960.008	228.233	456.467	3.458	53.4099	49.9477	-2.6811	56.0943	8.9449	44.4548	18.6971	34.6936	144.81	478.355	R	GS	R	GS	S09
IS0	tijb7ij	S09-chunked_jraaq7-64-6-15	210	1	0.105	2.19	2.295	0.0776	0.0712	12.5013	349.051	1859.494	2932.371	226.289	452.579	-2.4014	47.773	50.1919	10.4446	37.2625	32.8379	14.7836	34.2373	13.3813	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jraaq7-64-6-15	210	2	0.105	2.295	2.4	0.032	0.0712	20.957	490.169	2200.469	3319.698	229.325	458.65	2.3659	57.4315	55.0552	2.3659	55.0552	28.7979	28.5375	30.3612	26.9707	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jraaq7-64-6-18	490	1	0.245	2.65	2.895	NA	0.0712	NA	1067.441	3369.69	3696.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jraaq7-64-6-18	490	2	0.245	2.895	3.14	NA	0.0712	NA	1138.648	3758.043	3810.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jrikiil_ek7-65-2-3	40	1	0.02	0.51	0.53	NA	0.0584	NA	693.726	2446.105	3455.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jrikiil_ek7-65-2-3	40	2	0.02	0.53	0.55	NA	0.0584	NA	1013.351	2588.245	3639.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jrikiil_ek7-65-3-6	300	1	0.15	1.39	1.54	0.0052	0.0584	23.9428	530.302	2466.344	3366.547	232.116	464.233	-0.4178	57.788	58.2074	-0.4178	58.2074	22.6451	35.0724	25.6687	32.0421	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jrikiil_ek7-65-3-6	300	2	0.15	1.54	1.69	0.0094	0.0584	26.3892	549.619	2527.363	3204.035	272.965	545.93	-3.7951	51.0724	54.8801	-3.7951	54.8801	19.2379	31.7846	21.1023	29.9167	144.81	478.355	T	KG	T	KG	S09
IS0	jrikiil	S09-chunked_jrikiil_ek7-65-5-11	45.8	1	0.0229	2.88	2.903	0.0214	0.0584	7.4595	381.053	1925.999	2891.148	212.661	425.322	5.3144	56.3193	50.9708	20.774	35.4321	31.4736	24.6946	37.7485	18.4038	144.81	478.355	R	K	R	K	S09
IS0	jrikiil	S09-chunked_jrikiil_ek7-65-5-11	45.8	2	0.0229	2.903	2.925	0.0511	0.0584	12.7843	331.252	2137.454	2942.844	196.524	393.049	7.6363	47.2934	39.6074	9.2117	38.0228	30.7866	16.3607	32.845	14.2977	144.81	478.355	R	K	R	K	S09
IL1	jrikiil	S09-chunked_jrikiil_ek7-65-5-13	198.05	1	0.09903	3.16	3.259	0.0092	0.0584	27.4822	266.322	2783.644	3539.883	226.983	453.967	16.041	57.9126	41.673	18.5135	39.176	31.5265	26.0598	37.9143	19.6368	144.81	478.355	K	L	K	L	S09
IL1	jrikiil	S09-chunked_jrikiil_ek7-65-5-13	198.05	2	0.09903	3.259	3.358	0.0065	0.0584	31.7037	417.512	2635.565	3316.488	263.882	527.764	6.4581	55.8749	49.3813	27.1193	28.6365	25.2194	30.5421	27.974	27.7792	144.81	478.355	K	L	K	L	S09
ES1	ek7	S09-chunked_jrikiil_ek7-65-7-17	140	1	0.07	4.29	4.36	0.0791	0.0584	19.1466	661.071	2401.341	3295.077	211.905	423.81	2.5818	45.0102	42.4234	-0.1307	45.1411	22.2971	22.6796	26.8751	18.0975	144.81	478.355	GS	KG	GS	KG	S09
ES1	ek7	S09-chunked_jrikiil_ek7-65-7-17	140	2	0.07	4.36	4.43	0.0396	0.0584	25.1532	551.519	2568.8	3115.364	205.011	410.021	-1.4407	41.1556	42.5999	10.1386	30.9947	20.8688	20.2478	20.994	20.1224	144.81	478.355	GS	KG	GS	KG	S09
IS1	tijb7ij	S09-chunked_jrikiil_ek7-65-9-22	530	1	0.265	5.04	5.305	NA	0.0584	NA	1196.105	3399.885	3713.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jrikiil_ek7-65-9-22	530	2	0.265	5.305	5.57	NA	0.0584	NA	1125.57	3762.343	3812.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jteTlb7V-66-2-3	80	1	0.04	0.51	0.55	NA	0.081	NA	875.755	2317.58	3248.691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jteTlb7V-66-2-3	80	2	0.04	0.55	0.59	NA	0.081	NA	915.709	2279.473	3253.118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
