segment	word	token.code	dur	step	stepSize	start.time	end.time	jitter	shimmer	hnr	f1	f2	f3	H1Hz	H2Hz	H1-H2	H1dB	H2dB	H1-A1	A1dB	H1-A2	A2dB	H1-A3	A3dB	pitch.range.min	pitch.range.max	prec.seg	next.seg	prec.seg.wd	next.seg.wd	speaker
ES1	tek7	S09-chunked_jteTlb7V-66-3-6	210	1	0.105	1.13	1.235	0.0035	0.081	19.2291	552.476	2233.015	3302.179	257.802	515.603	-3.4863	57.7592	61.2586	4.9583	52.7836	17.4167	40.2887	23.9534	33.7368	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jteTlb7V-66-3-6	210	2	0.105	1.235	1.34	0.0219	0.081	27.251	592.034	2406.791	3139.778	293.475	586.95	-2.2876	53.7338	56.0283	-2.2876	56.0283	19.6194	34.0669	21.7749	31.9075	144.81	478.355	T	KG	T	KG	S09
EST1	jte8lb7v	S09-chunked_jteTlb7V-66-4-10	91.9	1	0.04595	1.736	1.782	0.0066	0.081	16.4219	596.023	2131.215	3244.628	324.798	649.596	-1.6688	61.0276	62.7021	4.0117	57.0029	16.8832	44.096	21.4936	39.4751	144.81	478.355	T	L	T	L	S09
EST1	jte8lb7v	S09-chunked_jteTlb7V-66-4-10	91.9	2	0.04595	1.782	1.828	0.0071	0.081	26.1661	700.861	2064.285	3219.229	352.878	705.757	-6.5238	57.1687	63.7089	-6.5238	63.7089	8.0956	49.0553	19.9991	37.1305	144.81	478.355	T	L	T	L	S09
IS0	tijb7ij	S09-chunked_jteTlb7V-66-6-15	360	1	0.18	2.38	2.56	0.0284	0.081	25.8832	414.322	2369.903	3177.655	244.949	489.898	4.0277	49.632	45.5838	15.2531	34.3105	27.0388	22.4894	26.4381	23.0915	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jteTlb7V-66-6-15	360	2	0.18	2.56	2.74	0.0213	0.081	20.4331	1387.382	2427.305	3741.416	266.269	532.538	7.3728	47.0005	39.6233	31.878	15.1087	28.0019	18.9858	32.2401	14.7466	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jteTlb7V-66-6-18	480	1	0.24	3.22	3.46	NA	0.081	NA	1108.66	3362.99	3676.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jteTlb7V-66-6-18	480	2	0.24	3.46	3.7	NA	0.081	NA	1105.646	3765.705	3816.708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jtz7i7-67-2-3	90	1	0.045	0.51	0.555	NA	0.0685	NA	941.426	2298.446	3625.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jtz7i7-67-2-3	90	2	0.045	0.555	0.6	NA	0.0685	NA	891.966	2246.996	3375.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jtz7i7-67-3-6	250	1	0.125	1.15	1.275	0.0058	0.0685	22.3313	495.057	2392.361	3318.644	242.192	484.385	-1.7495	62.5071	64.2651	-1.7495	64.2651	22.9736	39.4447	26.0926	36.3168	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jtz7i7-67-3-6	250	2	0.125	1.275	1.4	0.0266	0.0685	27.029	583.244	2488.071	3135.783	281.497	562.995	-2.1164	58.1376	60.2611	-2.1164	60.2611	18.2558	39.8316	22.5828	35.4955	144.81	478.355	T	KG	T	KG	S09
IS1	jtz7i7	S09-chunked_jtz7i7-67-4-10	204.49	1	0.10224	1.917	2.019	0.0081	0.0685	21.3682	511.415	2244.979	3161.377	257.989	515.978	-5.8094	55.1168	60.9509	-5.8094	60.9509	24.4861	30.5543	24.2782	30.7626	144.81	478.355	TSG	GS	TSG	GS	S09
IS1	jtz7i7	S09-chunked_jtz7i7-67-4-10	204.49	2	0.10224	2.019	2.121	0.0279	0.0685	14.1365	510.102	2538.267	3321.336	212.432	424.865	0.9972	46.9641	45.9635	-11.162	58.1687	23.887	23.0167	23.4226	23.4819	144.81	478.355	TSG	GS	TSG	GS	S09
IS0	tijb7ij	S09-chunked_jtz7i7-67-5-13	250	1	0.125	2.45	2.575	0.0371	0.0685	19.5133	409.672	2241.392	3148.501	205.974	411.949	-3.3258	50.7047	54.0499	-3.3258	54.0499	37.1255	13.4481	34.0359	16.5427	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jtz7i7-67-5-13	250	2	0.125	2.575	2.7	0.0317	0.0685	20.1635	608.426	2538.415	3485.194	185.443	370.887	14.031	55.8722	41.8055	20.8202	35.0028	33.4846	22.3196	33.6736	22.1303	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jtz7i7-67-5-16	500	1	0.25	2.93	3.18	NA	0.0685	NA	1052.565	3413.095	3681.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jtz7i7-67-5-16	500	2	0.25	3.18	3.43	NA	0.0685	NA	1118.321	3762.801	3814.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jul-68-2-3	120	1	0.06	0.51	0.57	NA	0.0633	NA	980.511	2271.767	3434.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jul-68-2-3	120	2	0.06	0.57	0.63	NA	0.0633	NA	1018.337	2430.774	3476.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jul-68-3-6	217.94	1	0.10897	1.25	1.359	0.005	0.0633	20.7238	509.411	2398.492	3386.722	229.761	459.522	-0.4641	63.2445	63.7107	-0.4641	63.7107	22.0316	41.1297	22.7493	40.4098	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jul-68-3-6	217.94	2	0.10897	1.359	1.468	0.0061	0.0633	28.5058	521.022	2615.31	3336.011	260.217	520.434	-4.4048	59.0447	63.4681	-4.4048	63.4681	18.8836	40.0965	20.2938	38.6825	144.81	478.355	T	KG	T	KG	S09
US1	jul	S09-chunked_jul-68-5-10	137.52	1	0.06876	2.082	2.151	0.0073	0.0633	27.0275	360.097	815.11	2995.992	226.883	453.767	7.8761	61.4439	53.4953	24.5689	36.6828	21.4865	39.7838	43.0748	18.0971	144.81	478.355	H	L	H	L	S09
US1	jul	S09-chunked_jul-68-5-10	137.52	2	0.06876	2.151	2.22	0.0077	0.0633	29.6919	447.317	857.828	2844.798	262.378	524.755	5.1951	58.6221	53.3944	5.1951	53.3944	20.9965	37.513	40.6092	17.8401	144.81	478.355	H	L	H	L	S09
IS0	tijb7ij	S09-chunked_jul-68-6-13	260	1	0.13	2.76	2.89	0.0198	0.0633	19.4111	419.305	2245.306	3179.964	224.027	448.055	1.068	51.1176	50.0439	1.2569	49.8539	38.7015	12.2877	37.1309	13.8604	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jul-68-6-13	260	2	0.13	2.89	3.02	0.0225	0.0633	20.8586	752.36	2423.032	3492.071	214.3	428.6	14.9775	57.6639	42.6595	24.3932	33.2311	29.6031	28.0155	31.2642	26.3527	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jul-68-6-16	510	1	0.255	3.69	3.945	NA	0.0633	NA	1158.222	3452.695	3769.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jul-68-6-16	510	2	0.255	3.945	4.2	NA	0.0633	NA	1071.355	3339.34	3810.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jun_kitz-69-2-3	30	1	0.015	0.51	0.525	NA	0.09	NA	887.136	2094.309	3325.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jun_kitz-69-2-3	30	2	0.015	0.525	0.54	NA	0.09	NA	895.61	2190.34	3131.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jun_kitz-69-3-6	320	1	0.16	1.3	1.46	0.0056	0.09	21.2505	522.657	2597.977	3513.494	233.688	467.376	-0.642	60.1415	60.7862	-0.642	60.7862	17.6002	42.4795	22.3144	37.7525	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jun_kitz-69-3-6	320	2	0.16	1.46	1.62	0.0108	0.09	23.5003	606.487	2725.819	3355.782	263.048	526.097	-5.3915	49.6599	55.066	-5.3915	55.066	15.9209	33.7047	17.9964	31.6257	144.81	478.355	T	KG	T	KG	S09
US1	jun	S09-chunked_jun_kitz-69-5-10	98.24	1	0.04912	2.683	2.732	0.01	0.09	24.5526	581.247	2602.154	3490.816	220.849	441.699	16.1714	57.857	41.6431	27.4732	30.3199	43.014	14.7607	44.5389	13.2347	144.81	478.355	H	N	H	N	S09
US1	jun	S09-chunked_jun_kitz-69-5-10	98.24	2	0.04912	2.732	2.782	0.0116	0.09	22.2931	249.058	2534.605	3350.528	213.634	427.268	13.2641	57.6094	44.2109	0	57.6094	41.7031	15.6041	43.0479	14.2554	144.81	478.355	H	N	H	N	S09
IS1	kitz	S09-chunked_jun_kitz-69-6-13	85.26	1	0.04263	2.934	2.977	0.0137	0.09	20.2039	303.778	2684.477	3087.359	259.752	519.503	13.3158	60.5849	47.1337	0.5007	60.0785	25.0593	35.2999	24.6761	35.6857	144.81	478.355	K	TSA	K	TSA	S09
IS1	kitz	S09-chunked_jun_kitz-69-6-13	85.26	2	0.04263	2.977	3.02	0.0176	0.09	22.0728	345.631	2481.48	3185.462	289.658	579.317	17.8425	63.0637	45.0782	19.605	43.3043	26.75	36.1178	29.3809	33.4735	144.81	478.355	K	TSA	K	TSA	S09
IS0	tijb7ij	S09-chunked_jun_kitz-69-7-16	260	1	0.13	3.43	3.56	0.0137	0.09	27.484	421.612	2140.061	3131.319	202.759	405.519	-4.8711	51.1388	56.0373	-4.8711	56.0373	32.9062	18.1144	27.3161	23.7166	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jun_kitz-69-7-16	260	2	0.13	3.56	3.69	0.027	0.09	19.5693	615.331	2362.031	3433.277	219.886	439.772	2.4312	55.2325	52.7945	18.6407	36.548	32.461	22.7068	30.9721	24.1975	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jun_kitz-69-7-19	510	1	0.255	4.51	4.765	NA	0.09	NA	1036.81	3273.17	3559.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jun_kitz-69-7-19	510	2	0.255	4.765	5.02	NA	0.09	NA	1119.124	3764.06	3814.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_juraj-70-2-3	90	1	0.045	0.51	0.555	NA	0.0682	NA	988.827	2313.934	3438.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_juraj-70-2-3	90	2	0.045	0.555	0.6	NA	0.0682	NA	804.625	2210.278	3464.514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_juraj-70-3-6	320	1	0.16	1.25	1.41	0.0063	0.0682	26.7117	489.652	2444.618	3314.152	234.509	469.018	-0.1625	62.1459	62.3092	-0.1625	62.3092	22.4347	39.623	25.8642	36.1835	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_juraj-70-3-6	320	2	0.16	1.41	1.57	0.0289	0.0682	19.8611	526.909	2495.364	3196.394	261.109	522.217	-2.498	49.2538	51.7603	-2.498	51.7603	18.5717	30.6322	20.473	28.7271	144.81	478.355	T	KG	T	KG	S09
US0	juraj	S09-chunked_juraj-70-5-10	98.25	1	0.04913	2.352	2.401	0.0071	0.0682	24.732	355.668	883.49	3029.277	218.315	436.629	4.2463	61.8137	57.5267	22.2495	39.3848	11.1696	50.5437	50.3063	11.2166	144.81	478.355	H	R	H	R	S09
US0	juraj	S09-chunked_juraj-70-5-10	98.25	2	0.04913	2.401	2.45	0.0101	0.0682	25.3931	352.699	1003.2	2927.15	202.247	404.493	4.5302	60.7822	56.2103	15.5248	45.1285	17.8131	42.8245	47.6829	12.8263	144.81	478.355	H	R	H	R	S09
AS1	juraj	S09-chunked_juraj-70-5-12	109.18	1	0.05459	2.582	2.637	0.0087	0.0682	23.4916	663.883	1774.978	3068.071	228.752	457.505	8.9025	63.6116	54.6874	5.8538	57.7431	19.6613	43.9067	25.4238	38.1344	144.81	478.355	R	H	R	H	S09
AS1	juraj	S09-chunked_juraj-70-5-12	109.18	2	0.05459	2.637	2.692	0.0046	0.0682	28.2116	1168.566	2028.227	3252.006	248.342	496.683	12.7839	62.7624	49.9653	12.4278	50.3217	18.2041	44.5404	31.2339	31.5014	144.81	478.355	R	H	R	H	S09
IS0	tijb7ij	S09-chunked_juraj-70-7-16	220	1	0.11	3.17	3.28	0.0213	0.0682	17.1909	471.857	2331.705	3256.868	226.657	453.314	0.9323	52.1014	51.165	0.9323	51.165	36.3286	15.6696	33.0376	18.9654	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_juraj-70-7-16	220	2	0.11	3.28	3.39	0.0263	0.0682	21.6	799.454	2474.997	3476.935	234.279	468.559	7.8509	56.6455	48.7813	31.868	24.7358	33.4486	23.154	31.9714	24.6323	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_juraj-70-7-19	460	1	0.23	3.77	4	NA	0.0682	NA	1062.88	3399.733	3691.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_juraj-70-7-19	460	2	0.23	4	4.23	NA	0.0682	NA	1123.805	3762.196	3813.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_jurub7-71-2-3	50	1	0.025	0.51	0.535	NA	0.0708	NA	1203.05	2326.002	3240.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_jurub7-71-2-3	50	2	0.025	0.535	0.56	NA	0.0708	NA	798.227	2102.797	3238.426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_jurub7-71-3-6	330	1	0.165	0.67	0.835	0.0076	0.0708	26.0439	533.865	2622.837	3370.621	270.95	541.9	-5.1201	56.4119	61.552	-7.2487	63.6895	17.4934	38.8634	17.5852	38.7713	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_jurub7-71-3-6	330	2	0.165	0.835	1	NA	0.0708	NA	571.718	2529.932	3335.545	293.588	587.176	6.7336	27.2624	20.5195	6.7336	20.5195	26.5857	0.6552	27.7493	-0.5084	144.81	478.355	T	KG	T	KG	S09
US0	jurub7	S09-chunked_jurub7-71-5-10	64.69	1	0.03235	1.744	1.776	0.0094	0.0708	22.8068	390.122	977.964	2867.085	240.505	481.011	4.1658	61.4196	57.2217	15.1867	46.1271	14.2426	47.0769	38.4331	22.778	144.81	478.355	H	R	H	R	S09
US0	jurub7	S09-chunked_jurub7-71-5-10	64.69	2	0.03235	1.776	1.809	0.0089	0.0708	30.7736	403.865	1039.889	2785.968	231.172	462.345	2.7873	60.839	58.0317	7.8018	52.9836	18.0829	42.6434	37.2395	23.4113	144.81	478.355	H	R	H	R	S09
US1	jurub7	S09-chunked_jurub7-71-5-12	53.31	1	0.02666	1.913	1.94	0.0166	0.0708	18.9975	526.547	1377.058	2925.709	275.607	551.213	-2.0058	57.3505	59.365	-2.0058	59.365	16.3376	40.9532	30.2248	27.0311	144.81	478.355	R	BG	R	BG	S09
US1	jurub7	S09-chunked_jurub7-71-5-12	53.31	2	0.02666	1.94	1.967	0.0111	0.0708	24.4013	560.414	1182.918	2676.418	291.257	582.514	-0.3776	54.0125	54.3915	2.4902	51.513	17.8484	36.1075	33.9427	19.9816	144.81	478.355	R	BG	R	BG	S09
IS0	tijb7ij	S09-chunked_jurub7-71-7-16	230	1	0.115	2.46	2.575	0.0196	0.0708	18.5655	701.015	2542.453	3504.182	244.387	488.773	0.3869	49.8963	49.5086	24.9059	24.9528	28.9335	20.9215	32.3303	17.5221	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_jurub7-71-7-16	230	2	0.115	2.575	2.69	0.0461	0.0708	22.6557	516.448	2359.089	3346.793	233.161	466.322	8.7127	55.0118	46.2677	8.7127	46.2677	33.373	21.5481	33.2669	21.6545	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_jurub7-71-7-19	500	1	0.25	3.02	3.27	NA	0.0708	NA	1117.287	3376.944	3708.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_jurub7-71-7-19	500	2	0.25	3.27	3.52	NA	0.0708	NA	1122.801	3762.322	3813.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_juun-72-2-3	30	1	0.015	0.51	0.525	NA	0.0595	NA	1284.142	2350.196	3874.961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_juun-72-2-3	30	2	0.015	0.525	0.54	NA	0.0595	NA	960.92	2484.283	3531.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_juun-72-3-6	420	1	0.21	1.15	1.36	0.0076	0.0595	25.1846	517.784	2469.633	3305.619	244.636	489.272	1.5841	61.5448	59.954	1.5841	59.954	22.832	38.634	25.1651	36.2949	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_juun-72-3-6	420	2	0.21	1.36	1.57	NA	0.0595	NA	617.454	2496.389	3230.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	T	KG	T	KG	S09
UL1	juun	S09-chunked_juun-72-4-9	195.96	1	0.09798	1.942	2.04	0.0089	0.0595	28.2864	344.201	760.942	2928.076	229.116	458.231	6.4238	61.571	55.0834	25.4801	35.8807	21.5403	39.8456	45.7305	15.5434	144.81	478.355	H	N	H	N	S09
UL1	juun	S09-chunked_juun-72-4-9	195.96	2	0.09798	2.04	2.138	0.007	0.0595	29.5934	369.468	854.893	2981.26	278.209	556.418	7.4332	61.2433	53.7473	19.4839	41.6127	15.6859	45.4347	43.4216	17.5724	144.81	478.355	H	N	H	N	S09
IS0	tijb7ij	S09-chunked_juun-72-5-12	270	1	0.135	2.67	2.805	0.0287	0.0595	19.8325	388.649	2503.345	3546.224	234.656	469.313	5.2514	55.7618	50.4764	10.8679	44.8275	29.0273	26.5902	32.6414	22.9655	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_juun-72-5-12	270	2	0.135	2.805	2.94	0.0322	0.0595	21.742	1013.177	2362.574	3587.004	217.226	434.451	15.3773	58.5216	43.127	30.1789	28.3137	34.9234	23.5665	33.4284	25.0622	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_juun-72-5-15	500	1	0.25	3.16	3.41	NA	0.0595	NA	958	2007.679	3656.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_juun-72-5-15	500	2	0.25	3.41	3.66	NA	0.0595	NA	1018.155	1956.087	3772.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_k7aak7V-73-2-3	30	1	0.015	0.51	0.525	NA	0.079	NA	404.318	1680.168	2818.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_k7aak7V-73-2-3	30	2	0.015	0.525	0.54	0.0619	0.079	NA	292.991	2071.087	3349.894	270.433	540.866	24.0083	43.6597	19.5972	0	43.6597	33.6988	9.8964	35.0304	8.564	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_k7aak7V-73-3-6	240	1	0.12	0.94	1.06	0.0043	0.079	18.8299	517.141	2415.957	3326.597	246.073	492.146	-3.4372	61.355	64.8077	-3.4372	64.8077	20.3956	40.8854	24.9337	36.335	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_k7aak7V-73-3-6	240	2	0.12	1.06	1.18	0.0238	0.079	23.3503	525.201	2449.691	3202.504	269.311	538.621	-3.0015	54.3599	57.373	-3.0015	57.373	21.4365	32.8591	21.6328	32.6623	144.81	478.355	T	KG	T	KG	S09
AL1	k7aak7v	S09-chunked_k7aak7V-73-5-10	184.38	1	0.09219	1.491	1.583	0.0254	0.079	31.323	862.657	1749.223	2766.415	205.037	410.073	3.4	53.0357	49.6302	-3.3434	56.3848	6.6233	46.402	20.3869	32.6212	144.81	478.355	KG	KG	KG	KG	S09
AL1	k7aak7v	S09-chunked_k7aak7V-73-5-10	184.38	2	0.09219	1.583	1.675	0.0132	0.079	29.2563	873.436	1852.016	2753.735	228.107	456.214	4.9832	54.4013	49.4103	-3.6126	58.0201	7.2723	47.1178	18.3829	35.993	144.81	478.355	KG	KG	KG	KG	S09
IS0	tijb7ij	S09-chunked_k7aak7V-73-7-15	310	1	0.155	2.27	2.425	0.051	0.079	18.4676	401.583	2378.257	3148.309	219.565	439.13	4.4392	53.4196	48.9544	4.4392	48.9544	39.5093	13.7595	34.9677	18.3093	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_k7aak7V-73-7-15	310	2	0.155	2.425	2.58	0.0422	0.079	14.8095	1394.99	2361.253	3630.604	177.834	355.668	15.7472	50.0688	34.3123	33.814	16.2391	28.9518	21.1026	35.9566	14.0959	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_k7aak7V-73-7-18	510	1	0.255	2.9	3.155	NA	0.079	NA	1073.103	2105.877	3732.471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_k7aak7V-73-7-18	510	2	0.255	3.155	3.41	NA	0.079	NA	1065.269	3218.793	3808.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_k7aam-74-2-3	40	1	0.02	0.51	0.53	NA	0.0761	NA	600.308	1620.18	2828.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_k7aam-74-2-3	40	2	0.02	0.53	0.55	NA	0.0761	NA	714.457	1947.267	3112.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_k7aam-74-3-6	270	1	0.135	1.25	1.385	0.0066	0.0761	21.3633	503.256	2441.365	3330.765	249.53	499.061	-3.3791	61.4483	64.8434	-3.3791	64.8434	22.3621	39.0026	22.6405	38.7234	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_k7aam-74-3-6	270	2	0.135	1.385	1.52	0.018	0.0761	23.3254	607.628	2461.673	3217.102	311.429	622.859	-2.5898	56.3439	58.9415	-2.5898	58.9415	19.4495	36.8468	22.8206	33.4695	144.81	478.355	T	KG	T	KG	S09
AL1	k7aam	S09-chunked_k7aam-74-5-10	159.24	1	0.07962	2.521	2.6	0.0386	0.0761	23.1623	1028.828	1665.55	2714.673	204.731	409.462	3.086	49.8962	46.8064	-2.0975	51.9964	4.0186	45.8727	16.9385	32.9398	144.81	478.355	KG	M	KG	M	S09
AL1	k7aam	S09-chunked_k7aam-74-5-10	159.24	2	0.07962	2.6	2.68	0.009	0.0761	31.6558	1032.105	1499.634	2921.217	251.705	503.41	4.5343	54.7288	50.1882	-0.0822	54.8112	1.2262	53.5009	19.7466	34.9588	144.81	478.355	KG	M	KG	M	S09
IS0	tijb7ij	S09-chunked_k7aam-74-7-14	350	1	0.175	3.29	3.465	0.0374	0.0761	20.5927	391.433	2440.903	3175.387	232.95	465.9	9.0301	56.3729	47.2909	14.9239	41.3683	37.0078	19.211	34.6334	21.5908	144.81	478.355	T	H	T	H	S09
IS0	tijb7ij	S09-chunked_k7aam-74-7-14	350	2	0.175	3.465	3.64	0.0898	0.0761	10.6928	1314.473	2356.411	3647.55	183.702	367.404	16.2291	52.0651	35.8252	35.4245	16.6222	32.569	19.4785	38.81	13.2359	144.81	478.355	T	H	T	H	S09
IS1	tijb7ij	S09-chunked_k7aam-74-7-17	500	1	0.25	3.82	4.07	NA	0.0761	NA	1065.678	2926.927	3715.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
IS1	tijb7ij	S09-chunked_k7aam-74-7-17	500	2	0.25	4.07	4.32	NA	0.0761	NA	1065.83	3160.566	3804.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	BG	H	BG	H	S09
AS1	yaj	S09-chunked_k7achelaaj-75-2-3	30	1	0.015	0.51	0.525	NA	0.1067	NA	638.639	1680.988	2823.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
AS1	yaj	S09-chunked_k7achelaaj-75-2-3	30	2	0.015	0.525	0.54	NA	0.1067	NA	1134.79	2550.936	3594.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.81	478.355	Y	H	Y	H	S09
ES1	tek7	S09-chunked_k7achelaaj-75-3-6	190	1	0.095	1.08	1.175	0.0043	0.1067	18.0789	447.785	2426.261	3305.907	248.891	497.782	-3.8605	61.1334	65.0167	-3.8605	65.0167	21.9519	39.0792	22.1482	38.8821	144.81	478.355	T	KG	T	KG	S09
ES1	tek7	S09-chunked_k7achelaaj-75-3-6	190	2	0.095	1.175	1.27	0.0198	0.1067	23.755	537.245	2507.112	3192.723	279.942	559.885	-4.2171	56.5659	60.7994	-4.2171	60.7994	20.3429	36.1609	22.4641	34.0349	144.81	478.355	T	KG	T	KG	S09
AS0	k7achelaaj	S09-chunked_k7achelaaj-75-5-10	65.83	1	0.03292	1.544	1.577	0.0277	0.1067	13.427	866.632	1925.882	2729.894	224.863	449.725	5.1923	47.5372	42.3378	-0.8484	48.3869	16.4102	31.1073	21.7388	25.7741	144.81	478.355	KG	CH	KG	CH	S09
AS0	k7achelaaj	S09-chunked_k7achelaaj-75-5-10	65.83	2	0.03292	1.577	1.61	0.0188	0.1067	18.2774	743.562	2198.42	3035.079	229.873	459.746	4.9481	57.278	52.3198	1.8056	55.4686	18.9009	38.3434	23.1095	34.1291	144.81	478.355	KG	CH	KG	CH	S09
