vowel.code	token.code	dur	step	stepSize	start.time	end.time	formant	freq	speaker
0udw1	0udw1-CM-subject1_list1_sent21	268.61	1	0.02442	1.293	1.317	F1	399.78	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	1	0.02442	1.293	1.317	F2	1178.70	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	1	0.02442	1.293	1.317	F3	2465.26	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	2	0.02442	1.317	1.342	F1	293.89	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	2	0.02442	1.317	1.342	F2	2097.09	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	2	0.02442	1.317	1.342	F3	2930.75	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	3	0.02442	1.342	1.366	F1	364.77	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	3	0.02442	1.342	1.366	F2	1708.58	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	3	0.02442	1.342	1.366	F3	2895.51	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	4	0.02442	1.366	1.391	F1	349.90	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	4	0.02442	1.366	1.391	F2	1639.19	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	4	0.02442	1.366	1.391	F3	2920.14	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	5	0.02442	1.391	1.415	F1	350.01	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	5	0.02442	1.391	1.415	F2	1774.89	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	5	0.02442	1.391	1.415	F3	2874.38	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	6	0.02442	1.415	1.439	F1	340.16	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	6	0.02442	1.415	1.439	F2	1732.96	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	6	0.02442	1.415	1.439	F3	2886.69	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	7	0.02442	1.439	1.464	F1	246.42	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	7	0.02442	1.439	1.464	F2	2025.68	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	7	0.02442	1.439	1.464	F3	2879.32	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	8	0.02442	1.464	1.488	F1	277.14	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	8	0.02442	1.464	1.488	F2	1956.19	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	8	0.02442	1.464	1.488	F3	2957.00	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	9	0.02442	1.488	1.513	F1	253.57	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	9	0.02442	1.488	1.513	F2	1576.40	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	9	0.02442	1.488	1.513	F3	2813.15	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	10	0.02442	1.513	1.537	F1	239.00	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	10	0.02442	1.513	1.537	F2	1646.56	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	10	0.02442	1.513	1.537	F3	2764.98	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	11	0.02442	1.537	1.562	F1	200.79	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	11	0.02442	1.537	1.562	F2	1425.30	CM-subject1
0udw1	0udw1-CM-subject1_list1_sent21	268.61	11	0.02442	1.537	1.562	F3	2945.66	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	1	0.02987	1.398	1.428	F1	437.78	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	1	0.02987	1.398	1.428	F2	1226.41	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	1	0.02987	1.398	1.428	F3	2873.07	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	2	0.02987	1.428	1.458	F1	514.00	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	2	0.02987	1.428	1.458	F2	1094.59	CM-subject1
wagj1	wagj1-CM-subject1_list1_sent22	328.53	2	0.02987	1.428	1.458	F3	2598.59	CM-subject1
